is_dad_joke,dad_joke
1,What did the fish say when it swam into a wall? Damn!
1,The shovel was a ground-breaking invention.
1,A man was caught stealing in a supermarket today while balanced on the shoulders of a couple of vampires. He was charged with shoplifting on two counts.
1,"What's the worst part about being a cross-eyed teacher?

They can't control their pupils."
1,What do you call a crowd of chess players bragging about their wins in a hotel lobby? Chess nuts boasting in an open foyer.
1,Did you hear the one about the guy with the broken hearing aid? Neither did he.
1,"I hate perforated lines, they're tearable."
1,"Did you hear about the new restaurant on the moon? The food is great, but there’s just no atmosphere."
1,"*Reversing the car* ""Ah, this takes me back"""
1,A beekeeper was indicted after he confessed to years of stealing at work. They charged him with emBEEzlement
1,‘Put the cat out’ … ‘I didn’t realize it was on fire
1,Why did the cookie cry? It was feeling crumby.
1,"Two satellites decided to get married. The wedding wasn't much, but the reception was incredible."
1,What do you call cheese by itself? Provolone.
1,Did you know that protons have mass? I didn't even know they were catholic.
1,A steak pun is a rare medium well done.
1,What do you call two barracuda fish?  A Pairacuda!
1,A red and a blue ship have just collided in the Caribbean. Apparently the survivors are marooned.
1,"I used to be a banker, but I lost interest."
1,"I fear for the calendar, it’s days are numbered."
1,What kind of dog lives in a particle accelerator? A Fermilabrador Retriever.
1,"Me: If humans lose the ability to hear high frequency volumes as they get older, can my 4 week old son hear a dog whistle?

Doctor: No, humans can never hear that high of a frequency no matter what age they are.

Me: Trick question... dogs can't whistle."
1,Why did the house go to the doctor? It was having window panes.
1,Don't tell secrets in corn fields. Too many ears around.
1,What lies at the bottom of the ocean and twitches? A nervous wreck.
1,"I fear for the calendar, it’s days are numbered."
1,What's blue and not very heavy?  Light blue.
1,When Dad drops a pea off of his plate ‘oh dear I’ve pee’d on the table!
1,A book just fell on my head. I only have my shelf to blame.
1,Milk is also the fastest liquid on earth – its pasteurized before you even see it
1,The word queue is ironic. It's just q with a bunch of silent letters waiting in line.
1,What is the tallest building in the world? The library – it’s got the most stories!
1,‘Put the cat out’ … ‘I didn’t realize it was on fire
1,"Why can't you use ""Beef stew"" as a password? Because it's not stroganoff."
1,Last night me and my girlfriend watched three DVDs back to back. Luckily I was the one facing the TV.
1,"Have you heard the rumor going around about butter? Never mind, I shouldn't spread it."
1,"Shout out to my grandma, that's the only way she can hear."
1,"Why did the fireman wear red, white, and blue suspenders? To hold his pants up."
1,I decided to sell my Hoover… well it was just collecting dust.
1,"What did the scarf say to the hat? You go on ahead, I am going to hang around a bit longer."
1,I decided to sell my Hoover… well it was just collecting dust.
1,What do you call a cow with no legs? Ground beef.
1,What’s the difference between an African elephant and an Indian elephant? About 5000 miles.
1,A Skeleton walked into a bar he said I need a beer and a mop
1,What’s E.T. short for? He’s only got little legs.
1,Which side of the chicken has more feathers? The outside.
1,What do you get hanging from Apple trees? Sore arms.
1,"I gave all my dead batteries away today, free of charge."
1,What's the worst thing about ancient history class? The teachers tend to Babylon.
1,"There’s a new type of broom out, it’s sweeping the nation."
1,Why did the barber win the race? He took a short cut.
1,What do you call an elephant that doesn’t matter? An irrelephant.
1,Atheism is a non-prophet organisation.
1,What did one nut say as he chased another nut?  I'm a cashew!
1,"Do you want a brief explanation of what an acorn is? In a nutshell, it's an oak tree."
1,What do you call someone with no nose? Nobody knows.
1,Dad died because he couldn't remember his blood type. I will never forget his last words. Be positive.
1,Why is the ocean always blue? Because the shore never waves back.
1,How do you organize a space party? You planet.
1,When Dad drops a pea off of his plate ‘oh dear I’ve pee’d on the table!
1,I'm tired of following my dreams. I'm just going to ask them where they are going and meet up with them later.
1,What do you get when you cross a chicken with a skunk? A fowl smell!
1,Q: What’s 50 Cent’s name in Zimbabwe? A: 200 Dollars.
1,Why do crabs never give to charity? Because they’re shellfish.
1,"I tried taking some high resolution photos of local farmland, but they all turned out a bit grainy."
1,What did the Red light say to the Green light? Don't look at me I'm changing!
1,What does a pirate pay for his corn? A buccaneer!
1,"I was so proud when I finished the puzzle in six months, when on the side it said three to four years."
1,Did you hear about the guy who invented Lifesavers? They say he made a mint.
1,I had a dream that I was a muffler last night. I woke up exhausted!
1,"""Dad, I'm hungry."" Hello, Hungry. I'm Dad."
1,"You can't run through a camp site. You can only ran, because it's past tents."
1,Why does Waldo only wear stripes? Because he doesn't want to be spotted.
1,People are making apocalypse jokes like there’s no tomorrow.
1,"""I'll call you later."" Don't call me later, call me Dad."
1,"I applied to be a doorman but didn't get the job due to lack of experience. That surprised me, I thought it was an entry level position."
1,Which side of the chicken has more feathers? The outside.
1,Why does a chicken coop only have two doors? Because if it had four doors it would be a chicken sedan.
1,This is my step ladder. I never knew my real ladder.
1,"You can't run through a camp site. You can only ran, because it's past tents."
1,I was in an 80's band called the prevention. We were better than the cure.
1,People who don't eat gluten are really going against the grain.
1,Toasters were the first form of pop-up notifications.
1,A steak pun is a rare medium well done.
1,Why are skeletons so calm? Because nothing gets under their skin.
1,How do you make a hankie dance? Put a little boogie in it.
1,"I fear for the calendar, it’s days are numbered."
1,"I was so proud when I finished the puzzle in six months, when on the side it said three to four years."
1,Whiteboards ... are remarkable.
1,I wouldn't buy anything with velcro. It's a total rip-off.
1,How do you get two whales in a car? Start in England and drive West.
1,"I bought shoes from a drug dealer once. I don't know what he laced them with, but I was tripping all day."
1,How do you find Will Smith in the snow?  Look for fresh prints.
1,How did Darth Vader know what Luke was getting for Christmas? He felt his presents.
1,What's red and bad for your teeth? A Brick.
1,What’s brown and sounds like a bell? Dung!
1,Why is the new Kindle screen textured to look like paper? So you feel write at home.
1,"Whenever the cashier at the grocery store asks my dad if he would like the milk in a bag he replies, ‘No, just leave it in the carton!’"
1,My first time using an elevator was an uplifting experience. The second time let me down.
1,"""What time is it?"" I don't know... it keeps changing."
1,"Why does it take longer to get from 1st to 2nd base, than it does to get from 2nd to 3rd base? Because there’s a Shortstop in between!"
1,Did you hear the joke about the wandering nun? She was a roman catholic.
1,"Q: What did the spaghetti say to the other spaghetti?
A: Pasta la vista, baby!"
1,Why was the big cat disqualified from the race? Because it was a cheetah.
1,Did you hear about the bread factory burning down? They say the business is toast.
1,What do you call a fly without wings? A walk.
1,What does a clock do when it's hungry? It goes back four seconds!
1,"""Hey, dad, did you get a haircut?"" ""No, I got them all cut."""
1,Breaking news! Energizer Bunny arrested – charged with battery.
1,Why didn’t the skeleton cross the road? Because he had no guts.
1,I went on a date last night with a girl from the zoo. It was great. She’s a keeper.
1,"""Hey, dad, did you get a haircut?"" ""No, I got them all cut."""
1,Did you know you should always take an extra pair of pants golfing? Just in case you get a hole in one.
1,I made a belt out of watches once... It was a waist of time.
1,"My wife is on a tropical fruit diet, the house is full of stuff. It is enough to make a mango crazy."
1,"What's the difference between a seal and a sea lion?
An ion!"
1,The shovel was a ground-breaking invention.
1,"Hostess: Do you have a preference of where you sit?
Dad: Down."
1,"To be Frank, I'd have to change my name."
1,What do you call a cow with no legs? Ground beef.
1,Did you hear the one about the guy with the broken hearing aid? Neither did he.
1,They're making a movie about clocks. It's about time
1,What do you call an Argentinian with a rubber toe? Roberto
1,"I'm glad I know sign language, it's pretty handy."
1,Why did the cookie cry? It was feeling crumby.
1,"Two guys walked into a bar, the third one ducked."
1,What is this movie about? It is about 2 hours long.
1,What's the best thing about elevator jokes? They work on so many levels.
1,"What’s the advantage of living in Switzerland? Well, the flag is a big plus."
1,What’s E.T. short for? He’s only got little legs.
1,Why does Superman get invited to dinners? Because he is a Supperhero.
1,"Why couldn't the lifeguard save the hippie? He was too far out, man."
1,Did you hear that David lost his ID in prague? Now we just have to call him Dav.
1,"What did the ocean say to the shore? Nothing, it just waved."
1,I used to have a job at a calendar factory but I got the sack because I took a couple of days off.
1,"Two muffins were sitting in an oven, and the first looks over to the second, and says, “man, it’s really hot in here”. The second looks over at the first with a surprised look, and answers, “WHOA, a talking muffin!”"
1,What's brown and sticky? A stick.
1,How do the trees get on the internet? They log on.
1,I was fired from the keyboard factory yesterday.  I wasn't putting in enough shifts.
1,"""I'm sorry."" ""Hi sorry, I'm dad"""
1,Two dyslexics walk into a bra.
1,Did you hear about the cow who jumped over the barbed wire fence? It was udder destruction.
1,Did you hear about the cow who jumped over the barbed wire fence? It was udder destruction.
1,Just watched a documentary about beavers… It was the best damn program I’ve ever seen.
1,Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!
1,I went to the doctor today and he told me I had type A blood but it was a type O.
1,Bad at golf? Join the club.
1,Why do mathematicians hate the U.S.? Because it's indivisible.
1,A termite walks into a bar and asks “Is the bar tender here?”
1,"Did you hear about the kidnapping at school? It's ok, he woke up."
1,Just watched a documentary about beavers… It was the best damn program I’ve ever seen.
1,What biscuit does a short person like? Shortbread.
1,Did you hear about the bread factory burning down? They say the business is toast.
1,When does a joke become a dad joke? When it becomes apparent.
1,"Why does it take longer to get from 1st to 2nd base, than it does to get from 2nd to 3rd base? Because there’s a Shortstop in between!"
1,"The other day, my wife asked me to pass her lipstick but I accidentally passed her a glue stick. She still isn't talking to me."
1,What do you call a troublesome Canadian high schooler? A poutine.
1,So a duck walks into a pharmacy and says “Give me some chap-stick… and put it on my bill”
1,Sore throats are a pain in the neck!
1,The shovel was a ground-breaking invention.
1,"I was so proud when I finished the puzzle in six months, when on the side it said three to four years."
1,"I just read a book about Stockholm syndrome. It was pretty bad at first, but by the end I liked it."
1,"Did you hear about the kidnapping at school? It's ok, he woke up."
1,I wouldn't buy anything with velcro. It's a total rip-off.
1,"I had a rough day, and then somebody went and ripped the front and back pages from my dictionary. It just goes from bad to worse."
1,Why did the barber win the race? He took a short cut.
1,Why was Santa's little helper feeling depressed? Because he has low elf esteem.
1,A beekeeper was indicted after he confessed to years of stealing at work. They charged him with emBEEzlement
1,"Have you heard the rumor going around about butter? Never mind, I shouldn't spread it."
1,This is my step ladder. I never knew my real ladder.
1,"Did you hear about the new restaurant on the moon? The food is great, but there’s just no atmosphere."
1,"What did the traffic light say to the car as it passed? ""Don't look I'm changing!"""
1,When Dad drops a pea off of his plate ‘oh dear I’ve pee’d on the table!
1,Where does batman go to the bathroom? The batroom.
1,You know what they say about cliffhangers...
1,"Two guys walked into a bar, the third one ducked."
1,"If at first you don't succeed, sky diving is not for you!"
1,What cheese can never be yours? Nacho cheese.
1,What did the Zen Buddist say to the hotdog vendor? Make me one with everything.
1,I was thinking about moving to Moscow but there is no point Russian into things.
1,I'm practicing for a bug-eating contest and I've got butterflies in my stomach.
1,Why do birds fly south for the winter? Because it's too far to walk.
1,Who is the coolest Doctor in the hospital? The hip Doctor!
1,"""Dad, I'm cold.""
""Go stand in the corner, I hear it's 90 degrees."""
1,Why is Peter Pan always flying? Because he Neverlands.
1,I went to the doctor today and he told me I had type A blood but it was a type O.
1,What did the late tomato say to the early tomato? I’ll ketch up
1,They laughed when I said I wanted to be a comedian – they’re not laughing now.
1,Do I enjoy making courthouse puns? Guilty
1,Why do mathematicians hate the U.S.? Because it's indivisible.
1,"What did the scarf say to the hat? You go on ahead, I am going to hang around a bit longer."
1,Whiteboards ... are remarkable.
1,I had a dream that I was a muffler last night. I woke up exhausted!
1,"I've just written a song about a tortilla. Well, it is more of a rap really."
1,"You can't run through a camp site. You can only ran, because it's past tents."
1,"What is red and smells like blue paint?
Red paint!"
1,"What’s the advantage of living in Switzerland? Well, the flag is a big plus."
1,This is my step ladder. I never knew my real ladder.
1,Why did the half blind man fall in the well? Because he couldn't see that well!
1,Why is the ocean always blue? Because the shore never waves back.
1,Why do wizards clean their teeth three times a day? To prevent bat breath!
1,"What's the worst part about being a cross-eyed teacher?

They can't control their pupils."
1,"Do you want a brief explanation of what an acorn is? In a nutshell, it's an oak tree."
1,I used to have a job at a calendar factory but I got the sack because I took a couple of days off.
1,What does a female snake use for support? A co-Bra!
1,The rotation of earth really makes my day.
1,What's orange and sounds like a parrot? A Carrot.
1,Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!
1,Don't trust atoms. They make up everything.
1,Did you hear about the guy who invented Lifesavers? They say he made a mint.
1,"What's the worst part about being a cross-eyed teacher?

They can't control their pupils."
1,"You can't run through a camp site. You can only ran, because it's past tents."
1,I wish I could clean mirrors for a living. It's just something I can see myself doing.
1,"“Doctor, I’ve broken my arm in several places” Doctor “Well don’t go to those places.”"
1,Which side of the chicken has more feathers? The outside.
1,"Can February march? No, but April may."
1,"When my wife told me to stop impersonating a flamingo, I had to put my foot down."
1,"Why did the fireman wear red, white, and blue suspenders? To hold his pants up."
1,Did you hear about the Mexican train killer? He had loco motives
1,"I asked a frenchman if he played video games. He said ""Wii"""
1,I am terrified of elevators. I’m going to start taking steps to avoid them.
1,"A man walked in to a bar with some asphalt on his arm. He said “Two beers please, one for me and one for the road.”"
1,The rotation of earth really makes my day.
1,Did you hear the joke about the wandering nun? She was a roman catholic.
1,A man walks into a bar and orders helicopter flavor chips. The barman replies “sorry mate we only do plain”
1,Did you hear about the guy who invented Lifesavers? They say he made a mint.
1,What do you call a girl between two posts? Annette.
1,"What did the judge say to the dentist? Do you swear to pull the tooth, the whole tooth and nothing but the tooth?"
1,What's the difference between a poorly dressed man on a tricycle and a well dressed man on a bicycle? Attire.
1,Do I enjoy making courthouse puns? Guilty
1,What is this movie about? It is about 2 hours long.
1,"Nurse: Doctor, there's a patient that says he's invisible. Doctor: Well, tell him I can't see him right now!"
1,Q: What’s 50 Cent’s name in Zimbabwe? A: 200 Dollars.
1,What do you do when a blonde throws a grenade at you? Pull the pin and throw it back.
1,"Wife: Honey I’m pregnant.

Me: Well…. what do we do now?

Wife: Well, I guess we should go to a baby doctor.

Me: Hm.. I think I’d be a lot more comfortable going to an adult doctor."
1,What's red and bad for your teeth? A Brick.
1,I dreamed about drowning in an ocean made out of orange soda last night. It took me a while to work out it was just a Fanta sea.
1,"Sgt.: Commissar! Commissar! The troops are revolting! Commissar: Well, you’re pretty repulsive yourself."
1,"“Doctor, I’ve broken my arm in several places” Doctor “Well don’t go to those places.”"
1,"Man, I really love my furniture... me and my recliner go way back."
1,Do I enjoy making courthouse puns? Guilty
1,Did you hear about the guy whose whole left side was cut off? He's all right now.
1,"I got a reversible jacket for Christmas, I can't wait to see how it turns out."
1,"If at first you don't succeed, sky diving is not for you!"
1,Why do wizards clean their teeth three times a day? To prevent bat breath!
1,Why did the cookie cry? It was feeling crumby.
1,"I saw an ad in a shop window, ""Television for sale, $1, volume stuck on full"", I thought, ""I can't turn that down""."
1,Where does batman go to the bathroom? The batroom.
1,A man was caught stealing in a supermarket today while balanced on the shoulders of a couple of vampires. He was charged with shoplifting on two counts.
1,"A woman is on trial for beating her husband to death with his guitar collection. Judge says, ‘First offender?’ She says, ‘No, first a Gibson! Then a Fender!’"
1,I was thinking about moving to Moscow but there is no point Russian into things.
1,What did the ocean say to the beach? Thanks for all the sediment.
1,"The first time I got a universal remote control I thought to myself, ""This changes everything"""
1,"Two satellites decided to get married. The wedding wasn't much, but the reception was incredible."
1,I thought about going on an all-almond diet. But that's just nuts.
1,Why are pirates called pirates? Because they arrr!
1,"My friend said to me: ""What rhymes with orange"" I said: ""no it doesn't"""
1,What's the difference between a poorly dressed man on a tricycle and a well dressed man on a bicycle? Attire.
1,Can a kangaroo jump higher than the Empire State Building? Of course. The Empire State Building can't jump.
1,What do you call a sheep with no legs? A cloud.
1,Where did you learn to make ice cream? Sunday school.
1,To the guy who invented zero... thanks for nothing.
1,Did you hear about the blind circumciser... he got the sack.
1,Why did the cookie cry? It was feeling crumby.
1,I am terrified of elevators. I’m going to start taking steps to avoid them.
1,"What did the judge say to the dentist? Do you swear to pull the tooth, the whole tooth and nothing but the tooth?"
1,What does a female snake use for support? A co-Bra!
1,"How many seconds are in a year?
12.
January 2nd, February 2nd, March 2nd, April 2nd.... etc"
1,Do I enjoy making courthouse puns? Guilty
1,What's the difference between a poorly dressed man on a tricycle and a well dressed man on a bicycle? Attire.
1,"What did the judge say to the dentist? Do you swear to pull the tooth, the whole tooth and nothing but the tooth?"
1,I am terrified of elevators. I’m going to start taking steps to avoid them.
1,Did you hear about the bread factory burning down? They say the business is toast.
1,I needed a password eight characters long so I picked Snow White and the Seven Dwarfs.
1,"Why does it take longer to get from 1st to 2nd base, than it does to get from 2nd to 3rd base? Because there’s a Shortstop in between!"
1,What did the mountain climber name his son? Cliff.
1,What do you call a fake noodle? An impasta.
1,I dreamed about drowning in an ocean made out of orange soda last night. It took me a while to work out it was just a Fanta sea.
1,What do you call an elephant that doesn’t matter? An irrelephant.
1,"How do you tell the difference between a frog and a horny toad? A frog says, ‘Ribbit, ribbit’ and a horny toad says, ‘Rub it, rub it.’"
1,"I was wondering why the frisbee was getting bigger, then it hit me."
1,A steak pun is a rare medium well done.
1,The shovel was a ground-breaking invention.
1,What did the fish say when it swam into a wall? Damn!
1,Why did the burglar hang his mugshot on the wall? To prove that he was framed!
1,What’s the difference between an African elephant and an Indian elephant? About 5000 miles.
1,A steak pun is a rare medium well done.
1,Why do scuba divers fall backwards into the water? Because if they fell forwards they’d still be in the boat.
1,What do you get when you cross a snowman with a vampire? Frostbite.
1,"Did you hear about the new restaurant on the moon? The food is great, but there’s just no atmosphere."
1,What did one snowman say to the other snow man? Do you smell carrot?
1,"It’s hard to explain puns to kleptomaniacs, because they take everything literally."
1,The word queue is ironic. It's just q with a bunch of silent letters waiting in line.
1,"I saw an ad in a shop window, ""Television for sale, $1, volume stuck on full"", I thought, ""I can't turn that down""."
1,"I asked a frenchman if he played video games. He said ""Wii"""
1,Why couldn't the kid see the pirate movie? Because it was rated arrr!
1,Why did the cowboy have a weiner dog? Somebody told him to get a long little doggy.
1,What did the grape do when he got stepped on? He let out a little wine.
1,I wish I could clean mirrors for a living. It's just something I can see myself doing.
1,Did you hear about the blind circumciser... he got the sack.
1,Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!
1,"Q: What did the spaghetti say to the other spaghetti?
A: Pasta la vista, baby!"
1,"Why couldn't the lifeguard save the hippie? He was too far out, man."
1,Why can’t you hear a pterodactyl go to the bathroom? The p is silent.
1,What's blue and not very heavy?  Light blue.
1,"I used to be addicted to the hokey pokey, but I turned myself around."
1,"To be Frank, I'd have to change my name."
1,"I asked a frenchman if he played video games. He said ""Wii"""
1,"Man, I really love my furniture... me and my recliner go way back."
1,What do you get when you cross a rabbit with a water hose? Hare spray.
1,Why don’t skeletons ever go trick or treating? Because they have nobody to go with.
1,A red and a blue ship have just collided in the Caribbean. Apparently the survivors are marooned.
1,"If you want a job in the moisturizer industry, the best advice I can give is to apply daily."
1,What do prisoners use to call each other? Cell phones.
1,I’m reading a book on the history of glue – can’t put it down.
1,"What did celery say when he broke up with his girlfriend? She wasn't right for me, so I really don't carrot all."
1,What do you call a dad that has fallen through the ice? A Popsicle.
1,Conjunctivitis.com – now that’s a site for sore eyes.
1,"""I'm sorry."" ""Hi sorry, I'm dad"""
1,"Can February march? No, but April may."
1,"I hate perforated lines, they're tearable."
1,Did you hear the news? FedEx and UPS are merging. They’re going to go by the name Fed-Up from now on.
1,I'll tell you what often gets over looked... garden fences.
1,Where’s the bin? Dad: I haven’t been anywhere!
1,If you’re struggling to think of what to get someone for Christmas. Get them a fridge and watch their face light up when they open it.
1,My first time using an elevator was an uplifting experience. The second time let me down.
1,What do you get when you cross a rabbit with a water hose? Hare spray.
1,What do you call an alligator in a vest? An in-vest-igator!
1,What did the dog say to the two trees? Bark bark.
1,Don't buy flowers at a monastery. Because only you can prevent florist friars.
1,Where does batman go to the bathroom? The batroom.
1,"I'm glad I know sign language, it's pretty handy."
1,How come the stadium got hot after the game? Because all of the fans left.
1,Why did the cookie cry? It was feeling crumby.
1,They tried to make a diamond shaped like a duck. It quacked under the pressure.
1,"""I'm sorry."" ""Hi sorry, I'm dad"""
1,What do you call cheese by itself? Provolone.
1,"What's the worst part about being a cross-eyed teacher?

They can't control their pupils."
1,"*Reversing the car* ""Ah, this takes me back"""
1,Why is Peter Pan always flying? Because he Neverlands.
1,Just watched a documentary about beavers… It was the best damn program I’ve ever seen.
1,What was a more important invention than the first telephone? The second one.
1,My sea sickness comes in waves.
1,What do you get hanging from Apple trees? Sore arms.
1,They laughed when I said I wanted to be a comedian – they’re not laughing now.
1,What is the hardest part about sky diving? The ground.
1,"There’s a new type of broom out, it’s sweeping the nation."
1,What’s Forest Gump’s Facebook password? 1forest1
1,"I just read a book about Stockholm syndrome. It was pretty bad at first, but by the end I liked it."
1,Two peanuts were walking down the street. One was a salted.
1,What's the difference between a poorly dressed man on a tricycle and a well dressed man on a bicycle? Attire.
1,"I got a reversible jacket for Christmas, I can't wait to see how it turns out."
1,People who don't eat gluten are really going against the grain.
1,Did you know that protons have mass? I didn't even know they were catholic.
1,Why do bears have hairy coats? Fur protection.
1,"My friend said to me: ""What rhymes with orange"" I said: ""no it doesn't"""
1,Why did the tomato blush? Because it saw the salad dressing.
1,What’s Forest Gump’s Facebook password? 1forest1
1,Milk is also the fastest liquid on earth – its pasteurized before you even see it
1,This is my step ladder. I never knew my real ladder.
1,Why was Santa's little helper feeling depressed? Because he has low elf esteem.
1,How do you fix a broken pizza? With tomato paste.
1,I’ve deleted the phone numbers of all the Germans I know from my mobile phone. Now it’s Hans free.
1,"If you want a job in the moisturizer industry, the best advice I can give is to apply daily."
1,"Can February march? No, but April may."
1,A police officer caught two kids playing with a firework and a car battery. He charged one and let the other one off.
1,I wish I could clean mirrors for a living. It's just something I can see myself doing.
1,"What’s the advantage of living in Switzerland? Well, the flag is a big plus."
1,How did Darth Vader know what Luke was getting for Christmas? He felt his presents.
1,"To be Frank, I'd have to change my name."
1,Is the pool safe for diving? It deep ends.
1,I was in an 80's band called the prevention. We were better than the cure.
1,How did the hipster burn the roof of his mouth? He ate the pizza before it was cool.
1,"How do you tell the difference between a frog and a horny toad? A frog says, ‘Ribbit, ribbit’ and a horny toad says, ‘Rub it, rub it.’"
1,"As I suspected, someone has been adding soil to my garden. The plot thickens."
1,R.I.P. boiled water. You will be mist.
1,Why was ten scared of seven? Because seven ate nine.
1,Whoever invented the knock-knock joke should get a no bell prize.
1,A man was caught stealing in a supermarket today while balanced on the shoulders of a couple of vampires. He was charged with shoplifting on two counts.
1,Who did the wizard marry? His ghoul-friend
1,Did you hear about the guy who invented Lifesavers? They say he made a mint.
1,Where did you learn to make ice cream? Sunday school.
1,What did the grape do when he got stepped on? He let out a little wine.
1,Why can't your nose be 12 inches long? Because then it'd be a foot!
1,Why don’t skeletons ever go trick or treating? Because they have nobody to go with.
1,Last night me and my girlfriend watched three DVDs back to back. Luckily I was the one facing the TV.
1,How do you find Will Smith in the snow?  Look for fresh prints.
1,A magician was driving down the street and then he turned into a driveway.
1,"Why does it take longer to get from 1st to 2nd base, than it does to get from 2nd to 3rd base? Because there’s a Shortstop in between!"
1,Atheism is a non-prophet organisation.
1,Want to hear a chimney joke? Got stacks of em! First one's on the house
1,Where does Napoleon keep his armies? In his sleevies.
1,"When you have a bladder infection, urine trouble."
1,Velcro… What a rip-off.
1,"I cut my finger chopping cheese, but I think that I may have grater problems."
1,"Can I watch the TV? Dad: Yes, but don’t turn it on."
1,"I used to be addicted to the hokey pokey, but I turned myself around."
1,Why can’t you hear a pterodactyl go to the bathroom? The p is silent.
1,"Why can't you use ""Beef stew"" as a password? Because it's not stroganoff."
1,How do you find Will Smith in the snow?  Look for fresh prints.
1,What do you call corn that joins the army? Kernel.
1,Which side of the chicken has more feathers? The outside.
1,I’ve deleted the phone numbers of all the Germans I know from my mobile phone. Now it’s Hans free.
1,Where does batman go to the bathroom? The batroom.
1,What's blue and not very heavy?  Light blue.
1,"A Sandwich walks into a bar, the bartender says “Sorry, we don’t serve food here”"
1,"Why couldn't the lifeguard save the hippie? He was too far out, man."
1,A magician was driving down the street and then he turned into a driveway.
1,Why can’t you hear a pterodactyl go to the bathroom? The p is silent.
1,Why did the Clydesdale give the pony a glass of water?  Because he was a little horse!
1,"Why can't you use ""Beef stew"" as a password? Because it's not stroganoff."
1,What do you call a fashionable lawn statue with an excellent sense of rhythmn? A metro-gnome
1,"The first time I got a universal remote control I thought to myself, ""This changes everything"""
1,"What's the worst part about being a cross-eyed teacher?

They can't control their pupils."
1,"Nurse: Doctor, there's a patient that says he's invisible. Doctor: Well, tell him I can't see him right now!"
1,What do you call two barracuda fish?  A Pairacuda!
1,What’s Forest Gump’s Facebook password? 1forest1
1,"""Hey, dad, did you get a haircut?"" ""No, I got them all cut."""
1,What do vegetarian zombies eat? Grrrrrainnnnnssss.
1,Ever wondered why bees hum? It's because they don't know the words.
1,What’s brown and sounds like a bell? Dung!
1,I made a belt out of watches once... It was a waist of time.
1,Whoever invented the knock-knock joke should get a no bell prize.
1,Did you hear that the police have a warrant out on a midget psychic ripping people off? It reads “Small medium at large.”
1,Why did the belt go to prison? He held up a pair of pants!
1,Did you hear about the guy who invented Lifesavers? They say he made a mint.
1,"A Sandwich walks into a bar, the bartender says “Sorry, we don’t serve food here”"
1,What did one snowman say to the other snow man? Do you smell carrot?
1,What do you call two barracuda fish?  A Pairacuda!
1,Which side of the chicken has more feathers? The outside.
1,"Why couldn't the lifeguard save the hippie? He was too far out, man."
1,People who don't eat gluten are really going against the grain.
1,Whoever invented the knock-knock joke should get a no bell prize.
1,"Remember, the best angle to approach a problem from is the ""try"" angle."
1,"Wife: Honey I’m pregnant.

Me: Well…. what do we do now?

Wife: Well, I guess we should go to a baby doctor.

Me: Hm.. I think I’d be a lot more comfortable going to an adult doctor."
1,What do I look like? A JOKE MACHINE!?
1,What do you call a group of killer whales playing instruments? An Orca-stra.
1,Have you ever heard of a music group called Cellophane? They mostly wrap.
1,People are making apocalypse jokes like there’s no tomorrow.
1,A beekeeper was indicted after he confessed to years of stealing at work. They charged him with emBEEzlement
1,What does a pirate pay for his corn? A buccaneer!
1,"I'm glad I know sign language, it's pretty handy."
1,Did you hear about the scientist who was lab partners with a pot of boiling water? He had a very esteemed colleague.
1,"""Hey, dad, did you get a haircut?"" ""No, I got them all cut."""
1,What’s brown and sounds like a bell? Dung!
1,What does a pirate pay for his corn? A buccaneer!
1,Why did the tomato blush? Because it saw the salad dressing.
1,Where do bees go to the bathroom?  The BP station.
1,How come the stadium got hot after the game? Because all of the fans left.
1,"Sgt.: Commissar! Commissar! The troops are revolting! Commissar: Well, you’re pretty repulsive yourself."
1,"I used to be addicted to soap, but I'm clean now."
1,What do you call a cow with no legs? Ground beef.
1,What do you call corn that joins the army? Kernel.
1,A magician was driving down the street and then he turned into a driveway.
1,My sea sickness comes in waves.
1,I went to a Foo Fighters Concert once... It was Everlong...
1,"Want to hear my pizza joke? Never mind, it's too cheesy."
1,Did you hear about the guy who invented Lifesavers? They say he made a mint.
1,I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
1,A book just fell on my head. I only have my shelf to blame.
1,How do you organize a space party? You planet.
1,How come a man driving a train got struck by lightning? He was a good conductor.
1,Why does Waldo only wear stripes? Because he doesn't want to be spotted.
1,You know what they say about cliffhangers...
1,Did you hear the news? FedEx and UPS are merging. They’re going to go by the name Fed-Up from now on.
1,How many optometrists does it take to change a light bulb? 1 or 2? 1... or 2?
1,I'm tired of following my dreams. I'm just going to ask them where they are going and meet up with them later.
1,‘Put the cat out’ … ‘I didn’t realize it was on fire
1,Why was the broom late for the meeting? He overswept.
1,Do I enjoy making courthouse puns? Guilty
1,How do you get two whales in a car? Start in England and drive West.
1,What are the strongest days of the week? Saturday and Sunday...the rest are weekdays.
1,Without geometry life is pointless.
1,What do you call a nervous javelin thrower? Shakespeare.
1,"What did the scarf say to the hat? You go on ahead, I am going to hang around a bit longer."
1,I wish I could clean mirrors for a living. It's just something I can see myself doing.
1,A beekeeper was indicted after he confessed to years of stealing at work. They charged him with emBEEzlement
1,What did the dog say to the two trees? Bark bark.
1,A man tried to sell me a coffin today. I told him that's the last thing I need.
1,Why did the barber win the race? He took a short cut.
